"","ID","noEvents","CP","INTEREST_RATE","CAT","AMOUNT","CARD_TYPE","DELIVERY_SCORE","TXN","TIMES_USED"
"1638",2516,1,NA,NA,NA,NA,NA,NA,NA,NA
"1639",2517,1,NA,NA,NA,NA,NA,NA,NA,NA
"1640",2519,4,53100,48,46,15100,"PLASTIC",3,NA,NA
"1641",2521,6,64000,48,42,2700,"PLASTIC",2,99.45264984,2
"1642",2522,1,NA,NA,NA,NA,NA,NA,NA,NA
"1643",2523,9,11560,48,30,11100,"PLASTIC",3,22303.1924923,5
"1644",2526,1,NA,NA,NA,NA,NA,NA,NA,NA
"1645",2527,1,NA,NA,NA,NA,NA,NA,NA,NA
"1646",2528,5,44100,46,31,2100,"PLASTIC",2,552.6281169,1
"1647",2530,1,NA,NA,NA,NA,NA,NA,NA,NA
"1648",2531,7,NA,43,34,23500,"DIGITAL",NA,2029.62233131,4
"1649",2532,6,11560,37,42,12100,"PLASTIC",3,134.67360974,2
"1650",2533,1,NA,NA,NA,NA,NA,NA,NA,NA
"1651",2534,3,NA,NA,NA,NA,NA,NA,NA,NA
"1652",2537,3,NA,NA,NA,NA,NA,NA,NA,NA
"1653",2539,8,64000,48,31,7000,"PLASTIC",3,16120.44529971,4
"1654",2541,1,NA,NA,NA,NA,NA,NA,NA,NA
"1655",2542,4,44620,30,39,56500,"PLASTIC",0,NA,NA
"1656",2543,1,NA,NA,NA,NA,NA,NA,NA,NA
"1657",2545,1,NA,NA,NA,NA,NA,NA,NA,NA
"1658",2546,7,53100,38,46,24500,"PLASTIC",1,504.18659569,3
"1659",2547,5,44620,44,39,14100,"PLASTIC",4,3295.741498,1
"1660",2548,3,NA,NA,NA,NA,NA,NA,NA,NA
"1661",2549,1,NA,NA,NA,NA,NA,NA,NA,NA
"1662",2550,3,NA,39,36,2400,"DIGITAL",NA,NA,NA
"1663",2553,7,53100,47,30,7200,"PLASTIC",2,2895.677288472,3
"1664",2554,6,53100,30,41,29100,"PLASTIC",1,1148.48973742,2
"1665",2555,1,NA,NA,NA,NA,NA,NA,NA,NA
"1666",2556,1,NA,NA,NA,NA,NA,NA,NA,NA
"1667",2557,3,NA,NA,NA,NA,NA,NA,NA,NA
"1668",2559,3,NA,NA,NA,NA,NA,NA,NA,NA
"1669",2562,3,NA,NA,NA,NA,NA,NA,NA,NA
"1670",2563,7,11560,44,35,13000,"PLASTIC",2,890.50914302,3
"1671",2564,9,11560,46,36,600,"PLASTIC",1,5111.91975953,5
"1672",2565,3,NA,NA,NA,NA,NA,NA,NA,NA
"1673",2566,1,NA,NA,NA,NA,NA,NA,NA,NA
"1674",2570,1,NA,NA,NA,NA,NA,NA,NA,NA
"1675",2571,6,NA,43,33,9000,"DIGITAL",NA,1986.33234048,3
"1676",2573,3,NA,49,39,10700,"DIGITAL",NA,NA,NA
"1677",2574,7,11560,30,32,13100,"PLASTIC",2,15744.316107,3
"1678",2575,1,NA,NA,NA,NA,NA,NA,NA,NA
"1679",2576,6,NA,30,41,3200,"DIGITAL",NA,4714.77223154,3
"1680",2577,5,53100,42,30,2200,"PLASTIC",3,416.8829914,1
"1681",2578,3,NA,40,32,9000,"DIGITAL",NA,NA,NA
"1682",2579,7,11560,36,46,11000,"PLASTIC",1,3856.84023687,3
"1683",2580,9,53100,32,30,10600,"PLASTIC",3,15956.4661821,5
"1684",2582,9,53100,40,33,5200,"PLASTIC",1,688.56838449,5
"1685",2584,8,53100,48,47,24200,"PLASTIC",1,4131.94809647,4
"1686",2585,1,NA,NA,NA,NA,NA,NA,NA,NA
"1687",2587,8,53100,37,38,4000,"PLASTIC",4,2025.06053648,4
"1688",2589,3,NA,NA,NA,NA,NA,NA,NA,NA
"1689",2590,1,NA,NA,NA,NA,NA,NA,NA,NA
"1690",2593,8,NA,37,35,2200,"DIGITAL",NA,12118.857186717,5
"1691",2596,1,NA,NA,NA,NA,NA,NA,NA,NA
"1692",2600,1,NA,NA,NA,NA,NA,NA,NA,NA
"1693",2601,9,44100,43,45,41700,"PLASTIC",1,436.122450466,5
"1694",2602,8,64000,44,41,10700,"PLASTIC",1,1379.705057312,4
"1695",2604,3,NA,NA,NA,NA,NA,NA,NA,NA
"1696",2609,7,11560,40,35,7400,"PLASTIC",3,882.40689565,3
"1697",2610,6,NA,32,35,24600,"DIGITAL",NA,608.81895039,3
"1698",2611,1,NA,NA,NA,NA,NA,NA,NA,NA
"1699",2612,1,NA,NA,NA,NA,NA,NA,NA,NA
"1700",2613,3,NA,NA,NA,NA,NA,NA,NA,NA
"1701",2617,8,53100,35,35,9600,"PLASTIC",3,1406.72532204,4
"1702",2618,1,NA,NA,NA,NA,NA,NA,NA,NA
"1703",2619,7,53100,43,47,4400,"PLASTIC",3,8363.77035912,3
"1704",2620,3,NA,NA,NA,NA,NA,NA,NA,NA
"1705",2621,9,44100,47,48,5400,"PLASTIC",2,8865.23323096,5
"1706",2622,7,NA,48,31,45400,"DIGITAL",NA,3331.192714045,4
"1707",2623,1,NA,NA,NA,NA,NA,NA,NA,NA
"1708",2624,6,53100,41,48,5100,"PLASTIC",1,2069.8824088,2
"1709",2630,1,NA,NA,NA,NA,NA,NA,NA,NA
"1710",2631,8,53100,45,41,3400,"PLASTIC",2,6018.2310315,4
"1711",2632,3,NA,NA,NA,NA,NA,NA,NA,NA
"1712",2635,5,NA,33,30,6200,"DIGITAL",NA,220.31043082,2
"1713",2637,1,NA,NA,NA,NA,NA,NA,NA,NA
"1714",2638,1,NA,NA,NA,NA,NA,NA,NA,NA
"1715",2639,6,NA,41,41,13600,"DIGITAL",NA,5252.0272547,3
"1716",2640,4,53100,43,30,20300,"PLASTIC",0,NA,NA
"1717",2641,3,NA,NA,NA,NA,NA,NA,NA,NA
"1718",2643,8,11560,47,47,15800,"PLASTIC",2,1323.96228633,4
"1719",2645,3,NA,NA,NA,NA,NA,NA,NA,NA
"1720",2646,1,NA,NA,NA,NA,NA,NA,NA,NA
"1721",2648,3,NA,NA,NA,NA,NA,NA,NA,NA
"1722",2649,5,53100,48,39,25100,"PLASTIC",4,29.4529984,1
"1723",2652,7,53100,49,46,11800,"PLASTIC",1,151919.001753,3
"1724",2653,1,NA,NA,NA,NA,NA,NA,NA,NA
"1725",2654,1,NA,NA,NA,NA,NA,NA,NA,NA
"1726",2655,8,64000,40,44,17400,"PLASTIC",1,5116.53733148,4
"1727",2657,3,NA,NA,NA,NA,NA,NA,NA,NA
"1728",2658,3,NA,NA,NA,NA,NA,NA,NA,NA
"1729",2659,5,53100,45,47,22700,"PLASTIC",1,14.32365462,1
"1730",2660,3,NA,35,46,22200,"DIGITAL",NA,NA,NA
"1731",2661,8,44100,41,40,9100,"PLASTIC",3,123950.32912002,4
"1732",2662,6,44100,34,48,4600,"PLASTIC",2,999.9136259,2
"1733",2663,7,44100,35,47,3500,"PLASTIC",4,1718.03252486,3
"1734",2664,3,NA,NA,NA,NA,NA,NA,NA,NA
"1735",2665,1,NA,NA,NA,NA,NA,NA,NA,NA
"1736",2666,9,44620,44,36,6200,"PLASTIC",2,25191.695422581,5
"1737",2667,6,11560,32,34,19100,"PLASTIC",1,40.56188183,2
"1738",2669,8,NA,32,49,18600,"DIGITAL",NA,3687.67715801,5
"1739",2670,5,NA,49,40,1400,"DIGITAL",NA,479.894954864,2
"1740",2671,1,NA,NA,NA,NA,NA,NA,NA,NA
"1741",2672,7,NA,43,32,9200,"DIGITAL",NA,45.478892232,4
"1742",2673,4,53100,41,42,18000,"PLASTIC",2,NA,NA
"1743",2674,4,NA,48,43,4300,"DIGITAL",NA,267.0744645,1
"1744",2676,7,11560,37,30,5600,"PLASTIC",3,2442.114223371,3
"1745",2677,3,NA,NA,NA,NA,NA,NA,NA,NA
"1746",2678,3,NA,NA,NA,NA,NA,NA,NA,NA
"1747",2679,7,44100,47,41,11800,"PLASTIC",2,3683.94945529,3
"1748",2680,1,NA,NA,NA,NA,NA,NA,NA,NA
"1749",2685,6,64000,32,45,42400,"PLASTIC",2,1820.56165388,2
"1750",2688,1,NA,NA,NA,NA,NA,NA,NA,NA
"1751",2689,1,NA,NA,NA,NA,NA,NA,NA,NA
"1752",2693,8,NA,32,40,5800,"DIGITAL",NA,4808.03781755,5
"1753",2694,1,NA,NA,NA,NA,NA,NA,NA,NA
"1754",2697,1,NA,NA,NA,NA,NA,NA,NA,NA
"1755",2698,1,NA,NA,NA,NA,NA,NA,NA,NA
"1756",2700,8,NA,42,42,2000,"DIGITAL",NA,19688.70027436,5
"1757",2701,7,44100,46,30,54300,"PLASTIC",2,7265.1442616,3
"1758",2702,1,NA,NA,NA,NA,NA,NA,NA,NA
"1759",2703,1,NA,NA,NA,NA,NA,NA,NA,NA
"1760",2705,1,NA,NA,NA,NA,NA,NA,NA,NA
"1761",2706,6,NA,41,44,8500,"DIGITAL",NA,8033.073641326,3
"1762",2707,5,11560,34,37,10600,"PLASTIC",0,239.1174177,1
"1763",2708,6,44100,44,33,10900,"PLASTIC",0,61.476688203,2
"1764",2709,3,NA,NA,NA,NA,NA,NA,NA,NA
"1765",2712,3,NA,NA,NA,NA,NA,NA,NA,NA
"1766",2713,3,NA,NA,NA,NA,NA,NA,NA,NA
"1767",2714,6,11560,40,47,19600,"PLASTIC",2,474.5345545,2
"1768",2715,7,53100,31,32,7500,"PLASTIC",0,604.0693835,3
"1769",2716,1,NA,NA,NA,NA,NA,NA,NA,NA
"1770",2718,5,11560,37,49,47200,"PLASTIC",3,696.78872,1
"1771",2719,3,NA,NA,NA,NA,NA,NA,NA,NA
"1772",2720,5,NA,32,31,42800,"DIGITAL",NA,930.36187228,2
"1773",2721,1,NA,NA,NA,NA,NA,NA,NA,NA
"1774",2725,8,11560,42,46,6400,"PLASTIC",0,6574.472852127,4
"1775",2727,1,NA,NA,NA,NA,NA,NA,NA,NA
"1776",2728,1,NA,NA,NA,NA,NA,NA,NA,NA
"1777",2729,6,53100,34,35,10200,"PLASTIC",1,69.92716908,2
"1778",2730,9,64000,40,32,35000,"PLASTIC",2,7574.2973703,5
"1779",2731,4,53100,37,42,15400,"PLASTIC",3,NA,NA
"1780",2734,6,64000,47,40,7700,"PLASTIC",0,155.72891138,2
"1781",2735,6,NA,31,43,4400,"DIGITAL",NA,4077.7068334,3
"1782",2737,1,NA,NA,NA,NA,NA,NA,NA,NA
"1783",2738,1,NA,NA,NA,NA,NA,NA,NA,NA
"1784",2740,7,NA,37,40,32300,"DIGITAL",NA,5234.03042476,4
"1785",2741,3,NA,NA,NA,NA,NA,NA,NA,NA
"1786",2743,1,NA,NA,NA,NA,NA,NA,NA,NA
"1787",2744,3,NA,NA,NA,NA,NA,NA,NA,NA
"1788",2746,1,NA,NA,NA,NA,NA,NA,NA,NA
"1789",2748,1,NA,NA,NA,NA,NA,NA,NA,NA
"1790",2749,3,NA,NA,NA,NA,NA,NA,NA,NA
"1791",2750,1,NA,NA,NA,NA,NA,NA,NA,NA
"1792",2751,5,53100,35,30,28800,"PLASTIC",3,420.9715973,1
"1793",2752,1,NA,NA,NA,NA,NA,NA,NA,NA
"1794",2753,1,NA,NA,NA,NA,NA,NA,NA,NA
"1795",2754,8,64000,49,45,1400,"PLASTIC",0,3920.475960076,4
"1796",2755,1,NA,NA,NA,NA,NA,NA,NA,NA
"1797",2757,7,53100,37,30,5100,"PLASTIC",1,1469.31059981,3
"1798",2758,1,NA,NA,NA,NA,NA,NA,NA,NA
"1799",2761,6,53100,30,36,23500,"PLASTIC",2,1128.0010586,2
"1800",2762,6,NA,42,39,13200,"DIGITAL",NA,1112.9160154,3
"1801",2764,6,NA,34,46,8500,"DIGITAL",NA,7078.87064032,3
"1802",2765,3,NA,NA,NA,NA,NA,NA,NA,NA
"1803",2766,7,53100,34,33,3600,"PLASTIC",5,2088.55905988,3
"1804",2767,1,NA,NA,NA,NA,NA,NA,NA,NA
"1805",2768,1,NA,NA,NA,NA,NA,NA,NA,NA
"1806",2769,5,NA,36,31,12700,"DIGITAL",NA,43012.5994626,2
"1807",2771,1,NA,NA,NA,NA,NA,NA,NA,NA
"1808",2772,1,NA,NA,NA,NA,NA,NA,NA,NA
"1809",2775,4,NA,40,32,6500,"DIGITAL",NA,50.46629067,1
"1810",2776,7,64000,48,49,5100,"PLASTIC",2,13352.0091049,3
"1811",2778,1,NA,NA,NA,NA,NA,NA,NA,NA
"1812",2779,3,NA,NA,NA,NA,NA,NA,NA,NA
"1813",2781,6,NA,35,39,1100,"DIGITAL",NA,330.51070648,3
"1814",2782,3,NA,NA,NA,NA,NA,NA,NA,NA
"1815",2783,3,NA,NA,NA,NA,NA,NA,NA,NA
"1816",2784,5,11560,40,41,6800,"PLASTIC",2,5.993244477,1
"1817",2785,9,44100,42,37,1800,"PLASTIC",4,166.468736094,5
"1818",2787,3,NA,NA,NA,NA,NA,NA,NA,NA
"1819",2788,3,NA,NA,NA,NA,NA,NA,NA,NA
"1820",2792,3,NA,37,43,17100,"DIGITAL",NA,NA,NA
"1821",2794,8,53100,48,34,4600,"PLASTIC",2,3571.3257625,4
"1822",2796,5,53100,31,38,3800,"PLASTIC",3,89.53791823,1
"1823",2797,3,NA,NA,NA,NA,NA,NA,NA,NA
"1824",2799,6,44100,48,44,500,"PLASTIC",1,1025.8244183,2
"1825",2801,3,NA,NA,NA,NA,NA,NA,NA,NA
"1826",2802,6,NA,49,31,37900,"DIGITAL",NA,74.795786669,3
"1827",2804,1,NA,NA,NA,NA,NA,NA,NA,NA
"1828",2805,3,NA,NA,NA,NA,NA,NA,NA,NA
"1829",2806,7,53100,48,43,31300,"PLASTIC",4,9743.4621073,3
"1830",2807,5,NA,49,34,8300,"DIGITAL",NA,5022.388137,2
"1831",2808,1,NA,NA,NA,NA,NA,NA,NA,NA
"1832",2810,8,44100,34,36,22300,"PLASTIC",2,2906.86584497,4
"1833",2815,1,NA,NA,NA,NA,NA,NA,NA,NA
"1834",2817,3,NA,NA,NA,NA,NA,NA,NA,NA
"1835",2819,3,NA,37,43,9900,"DIGITAL",NA,NA,NA
"1836",2821,1,NA,NA,NA,NA,NA,NA,NA,NA
"1837",2822,1,NA,NA,NA,NA,NA,NA,NA,NA
"1838",2823,3,NA,NA,NA,NA,NA,NA,NA,NA
"1839",2824,7,NA,41,41,2800,"DIGITAL",NA,834.375764859,4
"1840",2825,6,53100,32,43,6700,"PLASTIC",0,65.350539291,2
"1841",2826,3,NA,NA,NA,NA,NA,NA,NA,NA
"1842",2827,3,NA,NA,NA,NA,NA,NA,NA,NA
"1843",2829,1,NA,NA,NA,NA,NA,NA,NA,NA
"1844",2831,1,NA,NA,NA,NA,NA,NA,NA,NA
"1845",2833,9,53100,32,33,27000,"PLASTIC",4,82491.10985876,5
"1846",2835,4,53100,45,32,4900,"PLASTIC",2,NA,NA
"1847",2837,4,NA,42,31,300,"DIGITAL",NA,12.09391364,1
"1848",2838,5,44100,37,34,71700,"PLASTIC",4,265.448659,1
"1849",2840,1,NA,NA,NA,NA,NA,NA,NA,NA
"1850",2841,3,NA,NA,NA,NA,NA,NA,NA,NA
"1851",2842,7,NA,45,37,600,"DIGITAL",NA,10539.609768783,4
"1852",2843,3,NA,NA,NA,NA,NA,NA,NA,NA
"1853",2844,3,NA,NA,NA,NA,NA,NA,NA,NA
"1854",2845,4,11560,44,41,9600,"PLASTIC",3,NA,NA
"1855",2846,8,NA,32,47,14200,"DIGITAL",NA,1429.009896855,5
"1856",2847,7,44100,42,47,26000,"PLASTIC",3,1509.68060311,3
"1857",2848,3,NA,NA,NA,NA,NA,NA,NA,NA
"1858",2849,1,NA,NA,NA,NA,NA,NA,NA,NA
"1859",2851,1,NA,NA,NA,NA,NA,NA,NA,NA
"1860",2852,4,64000,37,42,1200,"PLASTIC",0,NA,NA
"1861",2853,5,64000,46,31,24900,"PLASTIC",2,647.8411033,1
"1862",2854,3,NA,NA,NA,NA,NA,NA,NA,NA
"1863",2855,6,NA,47,33,1000,"DIGITAL",NA,623.77535749,3
"1864",2856,1,NA,NA,NA,NA,NA,NA,NA,NA
"1865",2857,3,NA,47,47,22600,"DIGITAL",NA,NA,NA
"1866",2858,3,NA,NA,NA,NA,NA,NA,NA,NA
"1867",2859,8,NA,30,32,46200,"DIGITAL",NA,1071.47650263,5
"1868",2861,7,NA,49,42,300,"DIGITAL",NA,14750.7897611,4
"1869",2865,7,53100,44,48,37600,"PLASTIC",2,6054.30673792,3
"1870",2867,3,NA,NA,NA,NA,NA,NA,NA,NA
"1871",2868,3,NA,NA,NA,NA,NA,NA,NA,NA
"1872",2869,3,NA,NA,NA,NA,NA,NA,NA,NA
"1873",2870,3,NA,NA,NA,NA,NA,NA,NA,NA
"1874",2871,3,NA,NA,NA,NA,NA,NA,NA,NA
"1875",2872,6,44100,36,34,22400,"PLASTIC",5,440.9983355,2
"1876",2873,1,NA,NA,NA,NA,NA,NA,NA,NA
"1877",2874,1,NA,NA,NA,NA,NA,NA,NA,NA
"1878",2875,3,NA,NA,NA,NA,NA,NA,NA,NA
"1879",2877,1,NA,NA,NA,NA,NA,NA,NA,NA
"1880",2878,3,NA,NA,NA,NA,NA,NA,NA,NA
"1881",2879,1,NA,NA,NA,NA,NA,NA,NA,NA
"1882",2880,3,NA,NA,NA,NA,NA,NA,NA,NA
"1883",2881,3,NA,34,31,4500,"DIGITAL",NA,NA,NA
"1884",2882,1,NA,NA,NA,NA,NA,NA,NA,NA
"1885",2883,8,44100,46,39,1500,"PLASTIC",2,465.056886162,4
"1886",2884,4,44620,30,33,1900,"PLASTIC",3,NA,NA
"1887",2886,3,NA,NA,NA,NA,NA,NA,NA,NA
"1888",2889,1,NA,NA,NA,NA,NA,NA,NA,NA
"1889",2890,9,53100,45,37,1500,"PLASTIC",2,6062.3137019,5
"1890",2891,1,NA,NA,NA,NA,NA,NA,NA,NA
"1891",2892,6,44100,32,48,7700,"PLASTIC",1,798.8139558,2
"1892",2895,3,NA,NA,NA,NA,NA,NA,NA,NA
"1893",2896,3,NA,NA,NA,NA,NA,NA,NA,NA
"1894",2897,8,NA,30,42,1000,"DIGITAL",NA,17243.8360741,5
"1895",2899,3,NA,NA,NA,NA,NA,NA,NA,NA
"1896",2901,1,NA,NA,NA,NA,NA,NA,NA,NA
"1897",2903,6,53100,41,48,3100,"PLASTIC",2,441.19601943,2
"1898",2904,7,44100,41,42,1600,"PLASTIC",3,1407.738947,3
"1899",2905,3,NA,NA,NA,NA,NA,NA,NA,NA
"1900",2906,1,NA,NA,NA,NA,NA,NA,NA,NA
"1901",2907,3,NA,NA,NA,NA,NA,NA,NA,NA
"1902",2908,5,11560,35,46,72900,"PLASTIC",3,246.543967,1
"1903",2909,5,44100,40,35,1200,"PLASTIC",2,5.477087931,1
"1904",2910,1,NA,NA,NA,NA,NA,NA,NA,NA
"1905",2913,3,NA,NA,NA,NA,NA,NA,NA,NA
"1906",2914,3,NA,NA,NA,NA,NA,NA,NA,NA
"1907",2917,3,NA,NA,NA,NA,NA,NA,NA,NA
"1908",2919,1,NA,NA,NA,NA,NA,NA,NA,NA
"1909",2920,3,NA,NA,NA,NA,NA,NA,NA,NA
"1910",2922,3,NA,NA,NA,NA,NA,NA,NA,NA
"1911",2923,8,NA,42,30,11000,"DIGITAL",NA,18601.139285,5
"1912",2924,1,NA,NA,NA,NA,NA,NA,NA,NA
"1913",2925,1,NA,NA,NA,NA,NA,NA,NA,NA
"1914",2926,7,NA,49,43,8300,"DIGITAL",NA,12357.8360466,4
"1915",2927,7,53100,48,37,900,"PLASTIC",2,3674.28578152,3
"1916",2928,3,NA,NA,NA,NA,NA,NA,NA,NA
"1917",2929,3,NA,NA,NA,NA,NA,NA,NA,NA
"1918",2930,3,NA,NA,NA,NA,NA,NA,NA,NA
"1919",2932,3,NA,NA,NA,NA,NA,NA,NA,NA
"1920",2933,6,NA,31,49,2300,"DIGITAL",NA,2991.86901704,3
"1921",2934,4,53100,44,35,2500,"PLASTIC",3,NA,NA
"1922",2935,3,NA,NA,NA,NA,NA,NA,NA,NA
"1923",2936,1,NA,NA,NA,NA,NA,NA,NA,NA
"1924",2939,6,64000,31,45,11200,"PLASTIC",2,509.8176574,2
"1925",2940,7,53100,41,42,38500,"PLASTIC",1,390.12371167,3
"1926",2942,7,11560,47,38,46300,"PLASTIC",1,1766.271926,3
"1927",2943,3,NA,NA,NA,NA,NA,NA,NA,NA
"1928",2944,8,53100,36,42,14400,"PLASTIC",1,1222.38096389,4
"1929",2946,5,53100,41,41,32000,"PLASTIC",1,1316.616039,1
"1930",2947,3,NA,NA,NA,NA,NA,NA,NA,NA
"1931",2948,5,44100,31,37,19400,"PLASTIC",1,88.84652765,1
"1932",2949,1,NA,NA,NA,NA,NA,NA,NA,NA
"1933",2950,3,NA,NA,NA,NA,NA,NA,NA,NA
"1934",2952,9,53100,42,42,8600,"PLASTIC",2,7515.32823665,5
"1935",2953,1,NA,NA,NA,NA,NA,NA,NA,NA
"1936",2954,5,NA,34,46,31700,"DIGITAL",NA,66.07725826,2
"1937",2955,1,NA,NA,NA,NA,NA,NA,NA,NA
"1938",2956,9,44100,44,33,1800,"PLASTIC",3,4866.9259541,5
"1939",2957,1,NA,NA,NA,NA,NA,NA,NA,NA
"1940",2958,1,NA,NA,NA,NA,NA,NA,NA,NA
"1941",2959,1,NA,NA,NA,NA,NA,NA,NA,NA
"1942",2960,1,NA,NA,NA,NA,NA,NA,NA,NA
"1943",2961,9,44100,49,39,5500,"PLASTIC",2,2761.8842472,5
"1944",2962,6,NA,45,46,9400,"DIGITAL",NA,10125.9468984,3
"1945",2965,1,NA,NA,NA,NA,NA,NA,NA,NA
"1946",2966,8,53100,35,41,36000,"PLASTIC",1,2267.33735499,4
"1947",2967,3,NA,NA,NA,NA,NA,NA,NA,NA
"1948",2968,3,NA,NA,NA,NA,NA,NA,NA,NA
"1949",2969,3,NA,30,34,14700,"DIGITAL",NA,NA,NA
"1950",2971,5,44620,39,42,7200,"PLASTIC",3,10080.79682,1
"1951",2972,8,NA,32,32,9300,"DIGITAL",NA,30924.05495431,5
"1952",2973,3,NA,NA,NA,NA,NA,NA,NA,NA
"1953",2974,1,NA,NA,NA,NA,NA,NA,NA,NA
"1954",2975,3,NA,NA,NA,NA,NA,NA,NA,NA
"1955",2978,3,NA,NA,NA,NA,NA,NA,NA,NA
"1956",2980,7,NA,47,44,11600,"DIGITAL",NA,11695.21916444,4
"1957",2982,1,NA,NA,NA,NA,NA,NA,NA,NA
"1958",2983,6,44100,36,34,57500,"PLASTIC",1,57.560665829,2
"1959",2984,6,53100,33,43,21400,"PLASTIC",0,557.2488619,2
"1960",2985,8,53100,48,30,2200,"PLASTIC",1,9880.9310177,4
"1961",2986,3,NA,NA,NA,NA,NA,NA,NA,NA
"1962",2987,3,NA,NA,NA,NA,NA,NA,NA,NA
"1963",2990,1,NA,NA,NA,NA,NA,NA,NA,NA
"1964",2992,1,NA,NA,NA,NA,NA,NA,NA,NA
"1965",2994,4,44100,30,48,19000,"PLASTIC",1,NA,NA
"1966",2996,3,NA,NA,NA,NA,NA,NA,NA,NA
"1967",2997,3,NA,NA,NA,NA,NA,NA,NA,NA
"1968",2999,6,11560,36,33,16500,"PLASTIC",1,2917.8281427,2
"1969",3000,8,44620,37,35,6000,"PLASTIC",4,4732.2954393,4
"1970",3004,1,NA,NA,NA,NA,NA,NA,NA,NA
"1971",3005,9,11560,39,48,11100,"PLASTIC",3,4267.799593905,5
"1972",3006,6,11560,35,45,5300,"PLASTIC",4,593.0141588,2
"1973",3007,3,NA,NA,NA,NA,NA,NA,NA,NA
"1974",3008,1,NA,NA,NA,NA,NA,NA,NA,NA
"1975",3009,1,NA,NA,NA,NA,NA,NA,NA,NA
"1976",3011,6,53100,32,48,7900,"PLASTIC",2,313.3908771,2
"1977",3012,3,NA,NA,NA,NA,NA,NA,NA,NA
"1978",3013,3,NA,NA,NA,NA,NA,NA,NA,NA
"1979",3017,4,NA,32,35,9600,"DIGITAL",NA,11.78553044,1
"1980",3018,8,NA,34,36,25200,"DIGITAL",NA,8280.36444093,5
"1981",3019,5,11560,47,43,1800,"PLASTIC",4,173.1114296,1
"1982",3020,6,11560,35,42,2300,"PLASTIC",1,704.9679955,2
"1983",3021,1,NA,NA,NA,NA,NA,NA,NA,NA
"1984",3025,4,53100,31,36,0,"PLASTIC",0,NA,NA
"1985",3026,3,NA,NA,NA,NA,NA,NA,NA,NA
"1986",3027,3,NA,45,44,16700,"DIGITAL",NA,NA,NA
"1987",3028,6,44100,43,42,1000,"PLASTIC",1,177.87589833,2
"1988",3032,3,NA,NA,NA,NA,NA,NA,NA,NA
"1989",3034,7,53100,45,42,3900,"PLASTIC",3,4975.7356338,3
"1990",3036,1,NA,NA,NA,NA,NA,NA,NA,NA
"1991",3037,3,NA,NA,NA,NA,NA,NA,NA,NA
"1992",3038,3,NA,NA,NA,NA,NA,NA,NA,NA
"1993",3040,1,NA,NA,NA,NA,NA,NA,NA,NA
"1994",3041,1,NA,NA,NA,NA,NA,NA,NA,NA
"1995",3042,7,53100,49,48,11300,"PLASTIC",3,30229.8558726,3
"1996",3044,6,64000,46,39,2900,"PLASTIC",3,5047.7217451,2
"1997",3045,9,44100,47,43,9700,"PLASTIC",0,1871.68555543,5
"1998",3048,3,NA,NA,NA,NA,NA,NA,NA,NA
"1999",3049,1,NA,NA,NA,NA,NA,NA,NA,NA
"2000",3050,1,NA,NA,NA,NA,NA,NA,NA,NA
"2001",3052,9,11560,49,38,18500,"PLASTIC",3,4745.206507655,5
"2002",3053,7,44620,36,42,20100,"PLASTIC",1,3554.89267496,3
"2003",3054,1,NA,NA,NA,NA,NA,NA,NA,NA
"2004",3055,1,NA,NA,NA,NA,NA,NA,NA,NA
"2005",3056,1,NA,NA,NA,NA,NA,NA,NA,NA
"2006",3061,1,NA,NA,NA,NA,NA,NA,NA,NA
"2007",3063,3,NA,NA,NA,NA,NA,NA,NA,NA
"2008",3064,1,NA,NA,NA,NA,NA,NA,NA,NA
"2009",3065,7,NA,41,38,13000,"DIGITAL",NA,1045.357886003,4
"2010",3066,8,64000,36,43,9000,"PLASTIC",1,2781.21087545,4
"2011",3067,3,NA,NA,NA,NA,NA,NA,NA,NA
"2012",3069,3,NA,NA,NA,NA,NA,NA,NA,NA
"2013",3070,1,NA,NA,NA,NA,NA,NA,NA,NA
"2014",3071,5,53100,32,39,6600,"PLASTIC",3,3831.690263,1
"2015",3072,7,NA,38,47,35300,"DIGITAL",NA,1100.98504134,4
"2016",3073,9,53100,30,33,18700,"PLASTIC",3,2025.587642001,5
"2017",3075,1,NA,NA,NA,NA,NA,NA,NA,NA
"2018",3077,1,NA,NA,NA,NA,NA,NA,NA,NA
"2019",3078,3,NA,NA,NA,NA,NA,NA,NA,NA
"2020",3081,4,NA,41,30,4200,"DIGITAL",NA,8.477906244,1
"2021",3082,9,44100,37,43,56500,"PLASTIC",3,3253.1232529,5
"2022",3083,9,44100,34,41,48100,"PLASTIC",2,13663.68284115,5
"2023",3084,3,NA,NA,NA,NA,NA,NA,NA,NA
"2024",3085,4,53100,37,40,3700,"PLASTIC",1,NA,NA
"2025",3087,3,NA,NA,NA,NA,NA,NA,NA,NA
"2026",3089,1,NA,NA,NA,NA,NA,NA,NA,NA
"2027",3090,5,44100,49,32,6400,"PLASTIC",1,2247.376219,1
"2028",3091,1,NA,NA,NA,NA,NA,NA,NA,NA
"2029",3092,8,NA,36,32,9000,"DIGITAL",NA,7793.80395016,5
"2030",3093,6,44100,47,37,5000,"PLASTIC",1,4171.592897,2
"2031",3095,1,NA,NA,NA,NA,NA,NA,NA,NA
"2032",3099,5,44620,31,34,1900,"PLASTIC",2,9201.402997,1
"2033",3100,5,44100,34,46,7100,"PLASTIC",1,58.8826989,1
"2034",3101,6,NA,36,32,39100,"DIGITAL",NA,3390.45807084,3
